Patent_No,Publication_Number,Priority_Date,Publication_Date,Examiner_Cited
US9207417,US5418334A,8/4/1993,5/23/1995, 
US9207417,US5420512A,11/21/1991,5/30/1995, 
US9207417,US5448675A,6/9/1994,9/5/1995, 
US9207417,US5461693A,7/14/1994,10/24/1995, 
US9207417,US5463706A,2/16/1994,10/31/1995, 
US9207417,US5473715A,5/3/1994,12/5/1995, 
US9207417,US5483467A,6/10/1992,1/9/1996, 
US9207417,US5487666A,12/31/1991,1/30/1996, 
US9207417,US5541586A,5/3/1993,7/30/1996, 
US9207417,US5550755A,7/14/1994,8/27/1996, 
US9207417,US5606664A,5/21/1990,2/25/1997, 
US9207417,US5649001A,3/24/1995,7/15/1997, 
US9207417,US5764043A,12/20/1996,6/9/1998, 
US9207417,US5832071A,11/24/1995,11/3/1998, 
US9207417,US5854824A,9/4/1994,12/29/1998, 
US9207417,US5876240A,4/1/1997,3/2/1999, 
US9207417,US5909464A,2/18/1994,6/1/1999, 
US9207417,US5910776A,10/24/1994,6/8/1999, 
US9207417,US6002331A,7/20/1998,12/14/1999, 
US9207417,US6222908B1,9/23/1999,4/24/2001, 
US9207417,US6223219B1,12/10/1997,4/24/2001, 
US9207417,US20010001270A1,7/21/1998,5/17/2001, 
US9207417,US6234830B1,2/10/1999,5/22/2001, 
US9207417,US6240090B1,12/19/1997,5/29/2001, 
US9207417,US6238235B1,5/10/1999,5/29/2001, 
US9207417,US6285293B1,2/10/1999,9/4/2001, 
US9207417,US6300877B1,3/10/2000,10/9/2001, 
US9207417,US6307880B1,10/24/1997,10/23/2001, 
US9207417,JP2001297044A,4/13/2000,10/26/2001, 
US9207417,US6330307B1,2/10/1999,12/11/2001, 
US9207417,US6350148B1,2/10/1999,2/26/2002, 
US9207417,US6359859B1,6/3/1999,3/19/2002, 
US9207417,US6368155B1,7/16/1999,4/9/2002, 
US9207417,US6424710B1,2/10/1999,7/23/2002, 
US9207417,US6442032B1,8/10/2001,8/27/2002, 
US9207417,US20020138604A1,11/22/1999,9/26/2002, 
US9207417,US6499861B1,9/23/1999,12/31/2002, 
US9207417,US6516345B1,4/30/1999,2/4/2003, 
US9207417,US6522737B1,2/10/1999,2/18/2003, 
US9207417,US20030046339A1,9/5/2001,3/6/2003, 
US9207417,US20030061393A1,9/21/2001,3/27/2003, 
US9207417,US6564258B1,9/30/1998,5/13/2003, 
US9207417,US6574586B1,4/6/1999,6/3/2003, 
US9207417,US6574221B1,12/19/1997,6/3/2003, 
US9207417,US6577243B1,12/14/1999,6/10/2003, 
US9207417,US20030194912A1,4/10/2002,10/16/2003, 
US9207417,US20030197619A1,4/18/2002,10/23/2003, 
US9207417,US20030219033A1,5/23/2002,11/27/2003, 
US9207417,US6684179B1,4/6/1999,1/27/2004, 
US9207417,US20040024717A1,4/3/1998,2/5/2004, 
US9207417,US20040073597A1,1/30/2002,4/15/2004, 
US9207417,US6778505B1,1/3/2000,8/17/2004, 
US9207417,US20040240807A1,5/30/2001,12/2/2004, 
US9207417,US20050031352A1,2/5/2001,2/10/2005, 
US9207417,US6881096B2,4/15/2002,4/19/2005, 
US9207417,US20050164548A1,1/22/2004,7/28/2005, 
US9207417,US20050186819A1,1/20/2004,8/25/2005, 
US9207417,EP1569494A2,2/26/2004,8/31/2005, 
US9207417,US20050190768A1,6/16/2003,9/1/2005, 
US9207417,USD510068S1,3/11/2002,9/27/2005, 
US9207417,US6961675B2,3/14/2000,11/1/2005, 
US9207417,US20050249477A1,5/4/2004,11/10/2005, 
US9207417,US6968994B1,7/6/2004,11/29/2005, 
US9207417,US6976867B2,11/7/2002,12/20/2005, 
US9207417,US6993417B2,9/10/2001,1/31/2006, 
US9207417,US20060047800A1,8/24/2004,3/2/2006, 
US9207417,US20060059293A1,9/14/2004,3/16/2006, 
US9207417,US20060069905A1,9/30/2004,3/30/2006, 
US9207417,US7039028B2,4/4/2001,5/2/2006, 
US9207417,US7038135B1,6/28/2004,5/2/2006, 
US9207417,US7042562B2,12/26/2002,5/9/2006, 
US9207417,US7057105B2,2/24/2004,6/6/2006, 
US9207417,US20060147178A1,12/30/2004,7/6/2006, 
US9207417,US7075910B2,4/4/2001,7/11/2006, 
US9207417,US7077710B2,3/21/2001,7/18/2006, 
US9207417,US20060160396A1,12/21/2004,7/20/2006, 
US9207417,US20060160395A1,12/21/2004,7/20/2006, 
US9207417,US7081808B2,9/13/2002,7/25/2006, 
US9207417,US20060179144A1,1/27/2005,8/10/2006, 
US9207417,US20060185887A1,2/22/2005,8/24/2006, 
US9207417,US20060203715A1,3/14/2005,9/14/2006, 
US9207417,US20060227759A1,9/14/2004,10/12/2006, 
US9207417,US7126918B2,4/19/2000,10/24/2006, 
US9207417,US20060253561A1,2/4/2003,11/9/2006, 
US9207417,US7136936B2,10/3/2003,11/14/2006, 
US9207417,US7142536B1,12/14/2000,11/28/2006, 
US9207417,US20060268507A1,5/26/2005,11/30/2006, 
US9207417,US20060268747A1,5/11/2005,11/30/2006, 
US9207417,US20060282527A1,6/13/2005,12/14/2006, 
US9207417,US7153142B2,11/11/2002,12/26/2006, 
US9207417,US7159026B2,1/31/2002,1/2/2007, 
US9207417,US20070025306A1,8/1/2005,2/1/2007, 
US9207417,US20070058338A1,8/27/2005,3/15/2007, 
US9207417,US7210858B2,1/15/2002,5/1/2007, 
US9207417,US20070117444A1,11/18/2005,5/24/2007, 
US9207417,US20070116411A1,11/18/2005,5/24/2007, 
US9207417,US7229020B2,9/25/2002,6/12/2007, 
US9207417,US7234944B2,8/26/2005,6/26/2007, 
US9207417,US20070153823A1,12/30/2005,7/5/2007, 
US9207417,US20070162954A1,4/7/2003,7/12/2007, 
US9207417,US7254652B2,9/30/2003,8/7/2007, 
US9207417,US7266087B2,11/30/2001,9/4/2007, 
US9207417,US20070230452A1,3/22/2006,10/4/2007, 
US9207417,US7289334B2,8/27/2003,10/30/2007, 
US9207417,US7297018B2,11/3/2004,11/20/2007, 
US9207417,US20070274234A1,5/26/2006,11/29/2007, 
US9207417,US7312715B2,7/31/2003,12/25/2007, 
US9207417,US7315224B2,8/23/2001,1/1/2008, 
US9207417,US7317735B1,6/27/2002,1/8/2008, 
US9207417,USD559186S1,9/20/2004,1/8/2008, 
US9207417,US7328033B2,10/1/2003,2/5/2008, 
US9207417,US7336680B2,9/18/2001,2/26/2008,*
US9207417,USD564966S1,6/2/2004,3/25/2008, 
US9207417,US7352289B1,9/11/2003,4/1/2008, 
US9207417,US7377819B1,4/27/2006,5/27/2008, 
US9207417,US7382765B2,4/30/2003,6/3/2008, 
US9207417,US20080159738A1,12/29/2006,7/3/2008, 
US9207417,US7401985B2,4/10/2006,7/22/2008, 
US9207417,US20080181136A1,1/24/2007,7/31/2008, 
US9207417,US20080181138A1,1/31/2007,7/31/2008, 
US9207417,US7411405B2,11/3/2004,8/12/2008, 
US9207417,USD575743S1,9/21/2005,8/26/2008, 
US9207417,US20080219268A1,3/1/2007,9/11/2008, 
US9207417,US7433363B2,8/23/2004,10/7/2008, 
US9207417,US7440647B2,10/9/2003,10/21/2008, 
US9207417,US20080265915A1,4/24/2007,10/30/2008, 
US9207417,US7445389B2,4/10/2006,11/4/2008, 
US9207417,US7453864B2,4/30/2003,11/18/2008, 
US9207417,US7468669B1,6/21/2005,12/23/2008, 
US9207417,US7479032B2,10/10/2006,1/20/2009, 
US9207417,US7499616B2,4/10/2006,3/3/2009, 
US9207417,US20090074404A1,8/15/2000,3/19/2009, 
US9207417,US7540667B2,8/1/2007,6/2/2009, 
US9207417,US7564795B2,10/2/2006,7/21/2009, 
US9207417,US20090195349A1,2/1/2008,8/6/2009, 
US9207417,US7586942B2,12/9/2003,9/8/2009, 
US9207417,US7616589B2,2/19/2003,11/10/2009, 
US9207417,US20100020722A1,12/20/2006,1/28/2010, 
US9207417,US20100040371A1,7/13/2007,2/18/2010, 
US9207417,US20100054157A1,1/19/2007,3/4/2010, 
US9207417,US7698156B2,1/29/2002,4/13/2010, 
US9207417,US7744291B2,10/29/2004,6/29/2010, 
US9207417,US7765348B2,3/5/2004,7/27/2010, 
US9207417,US7778510B2,4/10/2006,8/17/2010, 
US9207417,US20100215362A1,5/29/2007,8/26/2010, 
US9207417,US20100215049A1,2/13/2009,8/26/2010, 
US9207417,US7785930B2,10/25/2004,8/31/2010, 
US9207417,US7787774B2,9/12/2005,8/31/2010, 
US9207417,US20100238003A1,3/17/2009,9/23/2010, 
US9207417,US7809283B2,10/29/2004,10/5/2010, 
US9207417,US7808399B2,12/20/2005,10/5/2010, 
US9207417,US7809276B2,11/30/2004,10/5/2010, 
US9207417,US7819328B2,4/28/2005,10/26/2010, 
US9207417,US7839266B2,5/15/2006,11/23/2010, 
US9207417,US7841780B2,6/2/2006,11/30/2010, 
US9207417,US7860399B2,1/25/2005,12/28/2010, 
US9207417,US7870242B2,10/1/2008,1/11/2011, 
US9207417,US7901144B2,3/14/2008,3/8/2011, 
US9207417,KR101020053B1,7/13/2010,3/9/2011, 
US9207417,US7908406B2,6/21/2006,3/15/2011, 
US9207417,US7920788B2,1/3/2005,4/5/2011, 
US9207417,US7933518B2,2/21/2008,4/26/2011, 
US9207417,US7957650B2,6/26/2008,6/7/2011, 
US9207417,US7957649B2,11/29/2004,6/7/2011, 
US9207417,US7970283B2,3/7/2005,6/28/2011, 
US9207417,US20110167269A1,1/6/2010,7/7/2011, 
US9207417,US7978800B2,10/10/2002,7/12/2011, 
US9207417,US8031992B2,5/7/2004,10/4/2011, 
US9207417,US8037173B2,5/30/2008,10/11/2011, 
US9207417,US8068739B2,6/12/2003,11/29/2011, 
US9207417,US8083417B2,4/10/2006,12/27/2011, 
US9207417,US8107822B2,5/20/2005,1/31/2012, 
US9207417,US8111999B2,10/29/2004,2/7/2012, 
US9207417,US20120033979A1,8/9/2010,2/9/2012, 
US9207417,US8135282B2,7/31/2008,3/13/2012, 
US9207417,US8165297B2,11/21/2003,4/24/2012, 
US9207417,US8200097B2,9/5/2008,6/12/2012, 
US9207417,US8225024B2,3/5/2004,7/17/2012, 
US9207417,US8229301B2,9/7/2004,7/24/2012, 
US9207417,US8250246B2,7/9/2008,8/21/2012, 
US9207417,US20130148976A1,12/7/2011,6/13/2013,*
US9207417,US20130343764A1,6/25/2012,12/26/2013,*
US9207417,US20140016527A1,7/11/2012,1/16/2014,*
US9207417,US20140019662A1,7/11/2012,1/16/2014,*
US9207417,US20140023326A1,7/11/2012,1/23/2014,*
US9207417,US20150086211A1,9/24/2013,3/26/2015,*
US9195021,US2805106A,12/27/1954,9/3/1957, 
US9195021,US2864656A,6/25/1954,12/16/1958, 
US9195021,US3901564A,10/29/1973,8/26/1975, 
US9195021,US4070076A,5/5/1977,1/24/1978, 
US9195021,US4172625A,12/15/1977,10/30/1979, 
US9195021,US4320934A,6/13/1978,3/23/1982, 
US9195021,DE2918309C2,5/7/1979,11/4/1982, 
US9195021,US4359262A,6/30/1980,11/16/1982, 
US9195021,US4373776A,6/30/1980,2/15/1983, 
US9195021,DE2735106C2,8/4/1977,9/1/1983, 
US9195021,JPS5974523U,11/6/1982,5/21/1984, 
US9195021,FR2531576B1,8/4/1982,1/18/1985, 
US9195021,US4494806A,5/13/1983,1/22/1985, 
US9195021,US4502754A,1/19/1982,3/5/1985, 
US9195021,EP0146478A3,12/20/1983,8/14/1985, 
US9195021,AU4099585A,4/11/1984,10/17/1985, 
US9195021,JPS60169811U,4/18/1984,11/11/1985, 
US9195021,DE3308682C2,3/11/1983,12/5/1985, 
US9195021,JPS6155607U,9/14/1984,4/14/1986, 
US9195021,US4585303A,8/4/1982,4/29/1986, 
US9195021,JPS6190104U,11/20/1984,6/12/1986, 
US9195021,US4595255A,8/24/1983,6/17/1986, 
US9195021,AU5531486A,3/29/1985,10/2/1986, 
US9195021,US4630886A,4/16/1984,12/23/1986, 
US9195021,EP0149250B1,12/30/1983,8/12/1987, 
US9195021,US4697874A,12/14/1984,10/6/1987, 
US9195021,US4699455A,2/19/1985,10/13/1987, 
US9195021,FR2587127B1,9/6/1985,10/23/1987, 
US9195021,US4708430A,10/25/1984,11/24/1987, 
US9195021,US4717231A,1/5/1983,1/5/1988, 
US9195021,US4737039A,12/8/1986,4/12/1988, 
US9195021,US4765710A,7/30/1985,8/23/1988, 
US9195021,US4792203A,9/17/1985,12/20/1988, 
US9195021,US4820007A,2/12/1988,4/11/1989, 
US9195021,US4840449A,1/27/1988,6/20/1989, 
US9195021,US4898448A,5/2/1988,2/6/1990, 
US9195021,EP0356942A2,8/29/1988,3/7/1990,*
US9195021,US4971421A,9/29/1989,11/20/1990, 
US9195021,US4986762A,8/15/1989,1/22/1991, 
US9195021,US4995688A,7/31/1989,2/26/1991, 
US9195021,US5024498A,11/12/1988,6/18/1991, 
US9195021,WO1991010927A1,1/22/1990,7/25/1991, 
US9195021,EP0406151A3,6/29/1989,9/25/1991, 
US9195021,US5066149A,9/11/1990,11/19/1991, 
US9195021,US5067678A,7/31/1989,11/26/1991, 
US9195021,US5071211A,12/20/1988,12/10/1991, 
US9195021,US5127082A,3/22/1991,6/30/1992, 
US9195021,US5129030A,5/30/1991,7/7/1992, 
US9195021,US5138688A,11/9/1990,8/11/1992, 
US9195021,US5142607A,3/20/1990,8/25/1992, 
US9195021,US5142606A,1/22/1990,8/25/1992, 
US9195021,US5167001A,9/3/1991,11/24/1992, 
US9195021,US5174675A,5/7/1990,12/29/1992, 
US9195021,US5240209A,11/17/1992,8/31/1993, 
US9195021,US5247603A,1/24/1992,9/21/1993, 
US9195021,US5275064A,6/12/1992,1/4/1994, 
US9195021,US5285515A,2/21/1992,2/8/1994, 
US9195021,US5289558A,10/5/1991,2/22/1994, 
US9195021,US5316243A,7/31/1989,5/31/1994, 
US9195021,US5323480A,11/25/1992,6/21/1994, 
US9195021,US5335349A,12/14/1992,8/2/1994, 
US9195021,US5339379A,6/18/1993,8/16/1994, 
US9195021,FR2678076B1,6/20/1991,9/23/1994, 
US9195021,US5353367A,11/29/1993,10/4/1994, 
US9195021,US5363466A,2/21/1992,11/8/1994, 
US9195021,US5363467A,5/28/1993,11/8/1994, 
US9195021,WO1995007480A1,9/8/1993,3/16/1995, 
US9195021,US5402515A,3/1/1994,3/28/1995, 
US9195021,US5412751A,8/31/1993,5/2/1995, 
US9195021,DE4413136C1,4/19/1994,5/4/1995, 
US9195021,US5430823A,10/4/1990,7/4/1995, 
US9195021,US5438641A,3/26/1993,8/1/1995, 
US9195021,EP0464570B1,6/29/1990,9/6/1995, 
US9195021,US5490229A,12/8/1993,2/6/1996, 
US9195021,US5497444A,1/21/1994,3/5/1996, 
US9195021,DE29504191U1,3/1/1995,3/28/1996, 
US9195021,WO1996010203A1,9/28/1994,4/4/1996, 
US9195021,US5509096A,10/28/1994,4/16/1996, 
US9195021,US5511144A,6/13/1994,4/23/1996, 
US9195021,US5530783A,8/31/1994,6/25/1996, 
US9195021,US5570450A,12/12/1991,10/29/1996, 
US9195021,EP0538164B1,10/15/1991,3/5/1997, 
US9195021,US5613030A,5/15/1995,3/18/1997, 
US9195021,DE3836273C2,10/25/1988,5/7/1997, 
US9195021,US5640481A,8/15/1994,6/17/1997, 
US9195021,US5655044A,12/1/1994,8/5/1997, 
US9195021,US5724469A,1/26/1996,3/3/1998, 
US9195021,US5802237A,4/18/1997,9/1/1998, 
US9195021,US5811055A,2/6/1996,9/22/1998, 
US9195021,US5836148A,2/6/1996,11/17/1998, 
US9195021,WO1999000619A1,6/26/1997,1/7/1999, 
US9195021,US5882100A,10/7/1996,3/16/1999, 
US9195021,US5887106A,4/12/1996,3/23/1999, 
US9195021,US5917984A,3/14/1996,6/29/1999, 
US9195021,US5923753A,11/17/1997,7/13/1999, 
US9195021,US5946440A,11/17/1997,8/31/1999, 
US9195021,US5966492A,12/19/1997,10/12/1999, 
US9195021,EP0563995B1,4/3/1992,10/13/1999, 
US9195021,US5971626A,8/29/1997,10/26/1999, 
US9195021,US5975769A,7/8/1997,11/2/1999, 
US9195021,US5978540A,4/23/1998,11/2/1999, 
US9195021,US6009224A,11/6/1997,12/28/1999, 
US9195021,US6022150A,4/30/1997,2/8/2000, 
US9195021,US6027252A,12/19/1997,2/22/2000, 
US9195021,US6044194A,3/17/1997,3/28/2000, 
US9195021,US6076908A,9/17/1998,6/20/2000, 
US9195021,US6215938B1,9/21/1998,4/10/2001, 
US9195021,US6226436B1,11/18/1999,5/1/2001, 
US9195021,US20010001270A1,7/21/1998,5/17/2001, 
US9195021,US6236795B1,6/7/1999,5/22/2001, 
US9195021,US6269214B1,8/4/1998,7/31/2001, 
US9195021,US6301424B1,4/13/2000,10/9/2001, 
US9195021,US6360050B1,9/8/2000,3/19/2002,*
US9195021,US6438310B1,1/24/2000,8/20/2002, 
US9195021,US6439523B1,6/2/2000,8/27/2002, 
US9195021,US20020181922A1,6/1/2001,12/5/2002, 
US9195021,US6496638B1,10/23/1998,12/17/2002, 
US9195021,US6504988B1,1/24/2000,1/7/2003, 
US9195021,US20030007767A1,7/6/2001,1/9/2003, 
US9195021,US6591051B2,11/16/2001,7/8/2003, 
US9195021,US20030128951A1,11/13/2001,7/10/2003, 
US9195021,US6594434B1,10/26/2001,7/15/2003, 
US9195021,US6600866B2,3/13/2001,7/29/2003, 
US9195021,US20030174996A1,3/15/2002,9/18/2003,*
US9195021,US20030190035A1,4/5/2002,10/9/2003,*
US9195021,KR200337929Y1,10/23/2003,1/13/2004, 
US9195021,US6677520B1,7/22/2002,1/13/2004, 
US9195021,US20040011750A1,7/22/2002,1/22/2004, 
US9195021,US20040013390A1,7/22/2002,1/22/2004, 
US9195021,US20040136676A1,1/15/2003,7/15/2004, 
US9195021,US6768860B2,12/5/2002,7/27/2004, 
US9195021,US20040175090A1,4/2/2001,9/9/2004, 
US9195021,US6804447B2,11/5/2002,10/12/2004,*
US9195021,US6809258B1,2/24/2003,10/26/2004, 
US9195021,US6810193B1,11/22/1999,10/26/2004, 
US9195021,US6845208B2,11/13/2001,1/18/2005, 
US9195021,US20050025444A1,7/31/2003,2/3/2005, 
US9195021,US20050058421A1,3/5/2003,3/17/2005,*
US9195021,US20050078929A1,1/3/2002,4/14/2005, 
US9195021,US20050100301A1,3/1/1999,5/12/2005,*
US9195021,US20050123261A1,4/12/2002,6/9/2005, 
US9195021,US6925241B2,10/11/2002,8/2/2005, 
US9195021,US6934457B2,2/25/2002,8/23/2005, 
US9195021,US6945620B2,5/17/2002,9/20/2005, 
US9195021,US7068907B2,2/12/2001,6/27/2006, 
US9195021,US20060275008A1,6/3/2005,12/7/2006,*
US9195021,US20070003204A1,6/30/2005,1/4/2007, 
US9195021,US20070031099A1,8/2/2005,2/8/2007, 
US9195021,US7302153B2,10/26/2005,11/27/2007, 
US9195021,KR20080033420A,7/27/2005,4/16/2008, 
US9195021,US7367823B2,12/23/2003,5/6/2008,*
US9195021,US20080175550A1,1/19/2007,7/24/2008, 
US9195021,US7406240B2,7/21/2005,7/29/2008, 
US9195021,US7409137B2,10/4/2006,8/5/2008, 
US9195021,US7460757B2,11/22/2002,12/2/2008, 
US9195021,US7496268B2,12/13/2006,2/24/2009, 
US9195021,US20090067800A1,9/7/2007,3/12/2009,*
US9195021,US20090097813A1,10/1/2007,4/16/2009, 
US9195021,US20090245743A1,3/27/2008,10/1/2009,*
US9195021,US20090274431A1,3/28/2008,11/5/2009, 
US9195021,US7689089B2,10/11/2006,3/30/2010,*
US9195021,US7706656B2,5/25/2005,4/27/2010,*
US9195021,US7715681B2,3/28/2008,5/11/2010, 
US9195021,US20100142910A1,10/1/2007,6/10/2010, 
US9195021,US20100158465A1,12/9/2008,6/24/2010,*
US9195021,US7747125B1,11/7/2007,6/29/2010, 
US9195021,WO2010083369A1,1/15/2009,7/22/2010, 
US9195021,US20100183276A1,1/20/2009,7/22/2010, 
US9195021,US7764859B2,3/28/2008,7/27/2010, 
US9195021,US7856166B2,9/2/2008,12/21/2010, 
US9195021,US20100322578A1,6/19/2009,12/23/2010, 
US9195021,US7876993B2,5/5/2008,1/25/2011, 
US9195021,US20110026894A1,7/1/2009,2/3/2011,*
US9195021,US20110188809A1,2/2/2010,8/4/2011, 
US9195021,US20110211799A1,10/27/2008,9/1/2011,*
US9195021,US20110217016A1,2/1/2008,9/8/2011, 
US9195021,US20110268410A1,4/30/2010,11/3/2011, 
US9195021,US20110268412A1,4/30/2010,11/3/2011, 
US9195021,US20110267794A1,2/12/2010,11/3/2011,*
US9195021,US20110268404A1,5/21/2009,11/3/2011,*
US9195021,US20110268408A1,4/30/2010,11/3/2011, 
US9195021,US8059932B2,10/1/2007,11/15/2011,*
US9195021,US20110317974A1,6/23/2010,12/29/2011,*
US9195021,US20120051708A1,8/24/2010,3/1/2012,*
US9195021,US20120237173A1,2/16/2011,9/20/2012,*
US9195021,US8285104B2,8/29/2008,10/9/2012,*
US9195021,US20130089292A1,10/7/2011,4/11/2013, 
US9195021,US20130089298A1,10/7/2011,4/11/2013, 
US9195021,US20130183018A1,1/17/2012,7/18/2013, 
US9195021,US8559785B2,8/29/2008,10/15/2013,*
US9195021,US20140086545A1,9/21/2012,3/27/2014,*
US9195021,US8690593B2,2/12/2010,4/8/2014, 
US9195021,CN102203653B,10/27/2008,2/18/2015, 
US9191993,US6236365B1,9/9/1996,5/22/2001, 
US9191993,US20050153712A1,1/8/2004,7/14/2005, 
US9191993,KR20050088300A,12/3/2002,9/5/2005, 
US9191993,US20070117590A1,11/21/2005,5/24/2007,*
US9191993,JP2007221813A,3/23/1995,8/30/2007, 
US9191993,US20090180426A1,12/21/2007,7/16/2009,*
US9191993,US20100202356A1,2/12/2009,8/12/2010, 
US9191993,US20110306380A1,6/14/2010,12/15/2011, 
US9191993,US20140072064A1,9/2/2011,3/13/2014,*
US9191912,US4433335A,5/31/1977,2/21/1984, 
US9191912,US4648089A,10/29/1984,3/3/1987,*
US9191912,US4799062A,4/27/1987,1/17/1989, 
US9191912,US4965820A,11/2/1987,10/23/1990,*
US9191912,US5280472A,12/7/1990,1/18/1994, 
US9191912,US5317323A,3/5/1993,5/31/1994, 
US9191912,US5327144A,5/7/1993,7/5/1994, 
US9191912,US5512908A,7/8/1994,4/30/1996, 
US9191912,US5513176A,12/7/1990,4/30/1996, 
US9191912,US5621414A,6/8/1993,4/15/1997, 
US9191912,US5784028A,6/27/1996,7/21/1998, 
US9191912,US5797093A,1/30/1996,8/18/1998,*
US9191912,US5945948A,9/3/1996,8/31/1999, 
US9191912,US6084547A,6/7/1995,7/4/2000, 
US9191912,US6111541A,5/9/1997,8/29/2000, 
US9191912,US6127975A,11/3/1994,10/3/2000, 
US9191912,US6175308B1,12/16/1993,1/16/2001, 
US9191912,US6181253B1,12/21/1993,1/30/2001, 
US9191912,US6201803B1,5/2/1995,3/13/2001, 
US9191912,US6204813B1,2/20/1998,3/20/2001, 
US9191912,US6236365B1,9/9/1996,5/22/2001,*
US9191912,US6249680B1,1/8/1997,6/19/2001,*
US9191912,US6393294B1,9/22/1998,5/21/2002, 
US9191912,EP1448008A1,2/13/2003,8/18/2004, 
US9191912,US20040258100A1,6/28/2002,12/23/2004, 
US9191912,US20050035897A1,8/14/2003,2/17/2005, 
US9191912,US20050153712A1,1/8/2004,7/14/2005, 
US9191912,US20080119208A1,11/17/2006,5/22/2008, 
US9191912,US20080232328A1,3/23/2007,9/25/2008,*
US9191912,US20110028157A1,7/30/2009,2/3/2011, 
US9191912,US20120062331A1,9/10/2010,3/15/2012,*
US9191912,US20120327918A1,6/27/2011,12/27/2012,*
US9188760,US1276825A,7/21/1916,8/27/1918, 
US9188760,US1442999A,3/3/1921,1/23/1923, 
US9188760,US1446410A,3/31/1922,2/20/1923, 
US9188760,US1474580A,2/19/1923,11/20/1923, 
US9188760,USRE20995E,,2/7/1939, 
US9188760,US2502496A,9/30/1944,4/4/1950, 
US9188760,US2521226A,9/7/1946,9/5/1950, 
US9188760,US2727703A,11/15/1952,12/20/1955, 
US9188760,US3131729A,12/4/1959,5/5/1964, 
US9188760,US3657491A,5/28/1970,4/18/1972, 
US9188760,US3667417A,4/24/1970,6/6/1972, 
US9188760,US3920308A,4/1/1974,11/18/1975, 
US9188760,US3940086A,11/23/1973,2/24/1976, 
US9188760,US4053118A,5/21/1976,10/11/1977, 
US9188760,US4081258A,5/12/1976,3/28/1978, 
US9188760,US4384688A,5/26/1981,5/24/1983, 
US9188760,FR2566997A1,7/3/1984,1/10/1986, 
US9188760,US4587801A,5/30/1984,5/13/1986, 
US9188760,US4635875A,1/19/1984,1/13/1987, 
US9188760,US4666237A,1/27/1983,5/19/1987, 
US9188760,US4767073A,9/10/1984,8/30/1988, 
US9188760,US4869437A,7/16/1987,9/26/1989, 
US9188760,US4883337A,8/29/1988,11/28/1989, 
US9188760,US4913369A,6/2/1989,4/3/1990, 
US9188760,US4940859A,7/24/1989,7/10/1990, 
US9188760,US4939798A,10/17/1988,7/10/1990, 
US9188760,US5016554A,3/29/1990,5/21/1991, 
US9188760,US5066256A,2/17/1989,11/19/1991, 
US9188760,US5074863A,10/12/1990,12/24/1991, 
US9188760,US5185843A,1/28/1992,2/9/1993, 
US9188760,US5265815A,6/17/1992,11/30/1993, 
US9188760,US5280861A,11/25/1992,1/25/1994, 
US9188760,DE4226368A1,8/9/1992,2/10/1994, 
US9188760,US5317663A,5/20/1993,5/31/1994, 
US9188760,US5326040A,4/23/1993,7/5/1994, 
US9188760,US5335874A,11/20/1992,8/9/1994, 
US9188760,US5494234A,2/8/1994,2/27/1996, 
US9188760,US5494446A,1/5/1994,2/27/1996, 
US9188760,US5497444A,1/21/1994,3/5/1996, 
US9188760,US5519275A,3/18/1994,5/21/1996, 
US9188760,US5522561A,6/3/1992,6/4/1996, 
US9188760,US5544836A,6/3/1994,8/13/1996, 
US9188760,US5551545A,3/18/1994,9/3/1996, 
US9188760,US5638481A,9/26/1995,6/10/1997, 
US9188760,US5657412A,2/2/1995,8/12/1997, 
US9188760,JPH09236709A,2/28/1996,9/9/1997, 
US9188760,US5703990A,3/14/1996,12/30/1997, 
US9188760,US5709347A,7/24/1995,1/20/1998, 
US9188760,US5718397A,12/23/1996,2/17/1998, 
US9188760,US5749148A,12/22/1993,5/12/1998, 
US9188760,US5787219A,3/20/1996,7/28/1998, 
US9188760,US5915640A,2/14/1996,6/29/1999, 
US9188760,US5987203A,10/9/1997,11/16/1999, 
US9188760,US5992787A,2/6/1997,11/30/1999, 
US9188760,JPH11349230A,6/9/1998,12/21/1999, 
US9188760,US6220413B1,10/19/1999,4/24/2001, 
US9188760,EP1107031A1,12/7/1999,6/13/2001, 
US9188760,US6315598B1,2/1/2000,11/13/2001, 
US9188760,US20010048044A1,5/30/2000,12/6/2001, 
US9188760,US20020003186A1,7/6/2000,1/10/2002, 
US9188760,US20020023814A1,2/29/2000,2/28/2002, 
US9188760,US6367347B1,8/4/1998,4/9/2002, 
US9188760,US20020126980A1,9/21/2000,9/12/2002, 
US9188760,US20020164121A1,3/15/2001,11/7/2002, 
US9188760,US20020171002A1,5/21/2001,11/21/2002, 
US9188760,US6522826B2,5/11/2001,2/18/2003, 
US9188760,US20030037480A1,8/22/2001,2/27/2003, 
